User ID,Ticket ID,Opened Date,Priority,First Response Time,First Response Date,Resolution Time,Resolved Date,Status,Subject,Happiness Rating
9,INC-15,2022-06-20 05:44:00,Medium,747.42,2022-06-20 18:11:25.200000,912.3399999999999,2022-06-20 20:56:20.399999999,Closed,Design Search Domain Hosting Attachment Slow Chargeback.,Neutral
122,INC-16,2022-06-20 08:52:00,Low,250.78,2022-06-20 13:02:46.800000,1239.68,2022-06-21 05:31:40.800000,Closed,Preference Renewal Access Preference Setting Chargeback.,Unhappy
172,INC-17,2022-06-20 22:08:00,Medium,78.17,2022-06-20 23:26:10.200000,628.9699999999999,2022-06-21 08:36:58.200000,Closed,Setting Upload Down Not working.,Happy
215,INC-18,2022-06-20 12:57:00,Medium,219.79,2022-06-20 16:36:47.400000,7206.79,2022-06-25 13:03:47.400000,Closed,Plan TextArea Installation Alert Unresponsive Attachment.,Happy
126,INC-19,2022-06-20 07:08:00,High,9.36,2022-06-20 07:17:21.599999999,1017.97,2022-06-21 00:05:58.200000,Closed,File License Video Billing Attachment.,Happy
257,INC-20,2022-06-20 08:05:00,Low,7018.01,2022-06-25 05:03:00.600000,9606.41,2022-06-27 00:11:24.600000,Closed,Malfunction Subscription Password Audio.,Happy
24,INC-21,2022-06-20 23:18:00,High,9.67,2022-06-20 23:27:40.200000,3102.12,2022-06-23 03:00:07.199999999,Closed,Filter Patch Preference Offline.,Unhappy
25,INC-22,2022-06-20 16:37:00,Medium,79.11,2022-06-20 17:56:06.600000,838.77,2022-06-21 06:35:46.200000,Closed,Button Update Link Domain Down Alert Profile.,Neutral
15,INC-23,2022-06-21 07:10:00,High,330.53,2022-06-21 12:40:31.800000,671.1099999999999,2022-06-21 18:21:06.599999999,Closed,Download Upgrade Slow User Restore Billing.,Neutral
213,INC-24,2022-06-21 05:40:00,Medium,12.24,2022-06-21 05:52:14.400000,53.79,2022-06-21 06:33:47.400000,Closed,Image Pricing Feature Filter Navigation Glitch Error message.,Unhappy
166,INC-25,2022-06-21 06:33:00,Low,9.94,2022-06-21 06:42:56.400000,49.16,2022-06-21 07:22:09.600000,Closed,Update Trace Integration Migration Restore Issue Access.,Happy
113,INC-26,2022-06-21 15:46:00,High,29.61,2022-06-21 16:15:36.600000,532.33,2022-06-22 00:38:19.800000,Closed,Button Search Password Domain Broken.,Happy
176,INC-27,2022-06-21 18:00:00,Urgent,245.24,2022-06-21 22:05:14.400000,7239.55,2022-06-26 18:39:33,Closed,Failed Layout Lag Bug.,Unhappy
61,INC-28,2022-06-21 11:24:00,Medium,285.18,2022-06-21 16:09:10.800000,497.18,2022-06-21 19:41:10.800000,Closed,Setting Offline Feature Error handling Sort Code Video Not working.,Neutral
165,INC-29,2022-06-21 12:46:00,Medium,786.7,2022-06-22 01:52:42,890.74,2022-06-22 03:36:44.400000,Closed,Not Working Update Subscription Update Configuration.,Happy
201,INC-30,2022-06-21 16:59:00,Medium,16.37,2022-06-21 17:15:22.200000,1746.7299999999998,2022-06-22 22:05:43.799999999,Closed,Billing Setting Glitch.,Happy
36,INC-31,2022-06-21 23:26:00,Medium,109.19,2022-06-22 01:15:11.400000,128.19,2022-06-22 01:34:11.400000,Closed,Checkbox Warning Authorization Audio Debug Down Firewall.,Happy
47,INC-32,2022-06-21 17:22:00,High,246.38,2022-06-21 21:28:22.800000,353.21,2022-06-21 23:15:12.600000,Closed,Link Pagination Bug DNS Upload Feature.,Happy
105,INC-33,2022-06-21 23:49:00,Medium,101.58,2022-06-22 01:30:34.800000,128.75,2022-06-22 01:57:45,Closed,Password Video Invoice Payment.,Happy
64,INC-34,2022-06-21 13:58:00,Low,94.37,2022-06-21 15:32:22.200000,522.6600000000001,2022-06-21 22:40:39.600000,Closed,License DNS Sort Migration Debug Authentication IP Address.,Neutral
84,INC-35,2022-06-21 04:13:00,Medium,17.57,2022-06-21 04:30:34.200000,50.48,2022-06-21 05:03:28.799999999,Closed,Chargeback Security Permission.,Happy
220,INC-36,2022-06-21 19:32:00,Low,21.0,2022-06-21 19:53:00,273.9,2022-06-22 00:05:54,Closed,Failed Permission Configuration Label TextArea Feature.,Happy
285,INC-37,2022-06-21 10:28:00,Medium,276.24,2022-06-21 15:04:14.400000,759.49,2022-06-21 23:07:29.400000,Closed,Exception Freeze Issue Compatibility Setting Upload.,Happy
90,INC-38,2022-06-21 11:30:00,Medium,210.3,2022-06-21 15:00:18,229.92000000000002,2022-06-21 15:19:55.200000,Closed,Image Customization DNS Error Sort.,Happy
5,INC-39,2022-06-21 05:47:00,Medium,270.6,2022-06-21 10:17:36,362.32000000000005,2022-06-21 11:49:19.200000,Closed,Malfunction Checkbox Usability Error message.,Happy
9,INC-40,2022-06-21 11:39:00,Urgent,47.41,2022-06-21 12:26:24.600000,245.48,2022-06-21 15:44:28.800000,Closed,Textarea Compatibility Radio button Functionality Customization Setting.,Neutral
158,INC-41,2022-06-21 05:43:00,High,9.89,2022-06-21 05:52:53.400000,19.19,2022-06-21 06:02:11.400000,Closed,License Design Glitch Backup Setting.,Happy
258,INC-42,2022-06-21 07:35:00,Low,40.85,2022-06-21 08:15:51,345.84000000000003,2022-06-21 13:20:50.400000,Closed,Failed Domain Button Setting Access Broken Account.,Unhappy
258,INC-43,2022-06-21 06:20:00,Low,81.24,2022-06-21 07:41:14.400000,102.78999999999999,2022-06-21 08:02:47.400000,Closed,Interface Upgrade Image Offline.,Happy
154,INC-44,2022-06-21 14:13:00,High,15.65,2022-06-21 14:28:39,764.88,2022-06-22 02:57:52.800000,Closed,Download Select Filter Cancellation Exception Audio.,Neutral
107,INC-45,2022-06-21 22:25:00,High,49.83,2022-06-21 23:14:49.799999999,70.75999999999999,2022-06-21 23:35:45.599999999,Closed,Video Button Attachment Crash Update Authorization Access.,Neutral
49,INC-46,2022-06-21 06:41:00,High,642.55,2022-06-21 17:23:33,1553.83,2022-06-22 08:34:49.799999999,Closed,Domain Security Installation Navigation Server.,Happy
290,INC-47,2022-06-21 05:54:00,Medium,7.47,2022-06-21 06:01:28.200000,271.3,2022-06-21 10:25:18,Closed,Password Password Glitch Bug Down Billing.,Neutral
35,INC-48,2022-06-21 05:43:00,Low,69.93,2022-06-21 06:52:55.800000,123.5,2022-06-21 07:46:30,Closed,Hosting Filter Problem Problem.,Neutral
72,INC-49,2022-06-21 06:12:00,Medium,745.03,2022-06-21 18:37:01.799999999,7756.259999999999,2022-06-26 15:28:15.600000,Closed,Radio Button Attachment Feature Layout Configuration Audio Radio button Sort.,Happy
229,INC-50,2022-06-22 06:20:00,High,24.39,2022-06-22 06:44:23.400000,1289.94,2022-06-23 03:49:56.400000,Closed,Error Message Trace Dropdown Server.,Happy
113,INC-51,2022-06-22 20:17:00,Low,236.33,2022-06-23 00:13:19.800000,340.87,2022-06-23 01:57:52.200000,Closed,Preference File Form Malfunction Restore.,Neutral
68,INC-52,2022-06-22 09:38:00,Medium,36.3,2022-06-22 10:14:18,50.06999999999999,2022-06-22 10:28:04.200000,Closed,Audio Button Select Lag.,Unhappy
187,INC-53,2022-06-22 10:50:00,Urgent,38.4,2022-06-22 11:28:24,75.1,2022-06-22 12:05:06,Closed,Slow Download Video Alert.,Happy
124,INC-54,2022-06-22 17:36:00,High,232.04,2022-06-22 21:28:02.400000,284.5,2022-06-22 22:20:30,Closed,Malfunction Restore Navigation Compatibility Option Cancellation Access.,Neutral
172,INC-55,2022-06-22 14:48:00,Low,31.08,2022-06-22 15:19:04.800000,74.67,2022-06-22 16:02:40.200000,Closed,Issue Hosting TextArea Download Dropdown.,Happy
46,INC-56,2022-06-22 19:14:00,High,112.61,2022-06-22 21:06:36.600000,304.81,2022-06-23 00:18:48.600000,Closed,Error Message Not working Sort Backup Form Debug.,Neutral
247,INC-57,2022-06-22 13:33:00,Medium,256.09,2022-06-22 17:49:05.399999999,7256.81,2022-06-27 14:29:48.600000,Closed,Billing Dropdown Interface Integration Domain Installation Plan.,Happy
289,INC-58,2022-06-22 00:05:00,Low,53.62,2022-06-22 00:58:37.200000,1014.91,2022-06-22 16:59:54.600000,Closed,File Filter Error message Debug Code Document Output DNS.,Neutral
270,INC-59,2022-06-22 18:20:00,High,130.41,2022-06-22 20:30:24.599999999,332.78,2022-06-22 23:52:46.800000,Closed,Compatibility Renewal Option Update Down Issue Download Layout.,Happy
249,INC-60,2022-06-22 08:02:00,Medium,55.96,2022-06-22 08:57:57.600000,313.08,2022-06-22 13:15:04.800000,Closed,Document Exception Upgrade Malfunction Account Problem.,Neutral
218,INC-61,2022-06-22 13:31:00,Medium,24.9,2022-06-22 13:55:54,31.99,2022-06-22 14:02:59.399999999,Closed,Option Pagination Image Document Invoice Glitch.,Happy
45,INC-62,2022-06-22 08:32:00,High,59.99,2022-06-22 09:31:59.400000,1382.8,2022-06-23 07:34:48,Closed,Alert Profile Patch Renewal.,Happy
8,INC-63,2022-06-22 19:21:00,Urgent,78.23,2022-06-22 20:39:13.800000,762.57,2022-06-23 08:03:34.200000,Closed,Freeze Not working Billing Functionality Renewal Option Permission.,Neutral
241,INC-64,2022-06-22 10:51:00,Medium,41.52,2022-06-22 11:32:31.200000,41.84,2022-06-22 11:32:50.400000,Closed,Invoice Lag Usability Document Error Output Billing.,Unhappy
175,INC-65,2022-06-22 19:37:00,High,22.9,2022-06-22 19:59:54,3994.63,2022-06-25 14:11:37.800000,Closed,Sort Search Feature Glitch Lag Backup Field.,Happy
164,INC-66,2022-06-22 16:28:00,Low,27.15,2022-06-22 16:55:09,33.379999999999995,2022-06-22 17:01:22.799999999,Closed,Account Document Input Glitch Input.,Happy
69,INC-67,2022-06-22 23:18:00,Low,432.95,2022-06-23 06:30:57,567.92,2022-06-23 08:45:55.199999999,Closed,Unresponsive Chargeback Sort.,Happy
242,INC-68,2022-06-22 19:49:00,Low,683.47,2022-06-23 07:12:28.200000,693.4,2022-06-23 07:22:24,Closed,Pagination Alert Problem Filter Bug Form Attachment.,Neutral
133,INC-69,2022-06-22 06:08:00,Medium,58.72,2022-06-22 07:06:43.200000,301.12,2022-06-22 11:09:07.200000,Closed,Pricing Glitch Configuration Menu Update License Search Dropdown.,Happy
21,INC-70,2022-06-23 07:41:00,Medium,114.39,2022-06-23 09:35:23.400000,228.70999999999998,2022-06-23 11:29:42.599999999,Closed,Layout Authorization Audio Payment Customization.,Neutral
81,INC-71,2022-06-23 09:01:00,Medium,8.73,2022-06-23 09:09:43.800000,287.64000000000004,2022-06-23 13:48:38.400000,Closed,Navigation Domain Migration Renewal.,Happy
39,INC-72,2022-06-23 22:10:00,Medium,3.58,2022-06-23 22:13:34.800000,59.92,2022-06-23 23:09:55.200000,Closed,License Dropdown Down Attachment Layout Renewal.,Neutral
139,INC-73,2022-06-23 00:23:00,Medium,115.87,2022-06-23 02:18:52.200000,124.36,2022-06-23 02:27:21.600000,Closed,Integration Hosting Firewall Domain.,Happy
150,INC-74,2022-06-23 05:30:00,Urgent,354.14,2022-06-23 11:24:08.399999999,1529.3400000000001,2022-06-24 06:59:20.400000,Closed,Broken Preference Restore Database Server.,Happy
258,INC-75,2022-06-23 08:18:00,Medium,9.85,2022-06-23 08:27:51,7007.56,2022-06-28 05:05:33.600000,Closed,Functionality Pagination Warning Permission Chargeback.,Unhappy
105,INC-76,2022-06-23 00:47:00,Low,19.95,2022-06-23 01:06:57,36.95,2022-06-23 01:23:57,Closed,Audio Download Upgrade User.,Unhappy
242,INC-77,2022-06-23 13:19:00,High,177.76,2022-06-23 16:16:45.599999999,2100.54,2022-06-25 00:19:32.400000,Closed,Layout Invoice Button Debug Field Upgrade.,Neutral
121,INC-78,2022-06-23 17:34:00,Low,104.31,2022-06-23 19:18:18.600000,306.37,2022-06-23 22:40:22.200000,Closed,Permission Unresponsive Not working Error Menu Lag Bug.,Happy
236,INC-79,2022-06-23 01:01:00,Medium,10.55,2022-06-23 01:11:33,14.16,2022-06-23 01:15:09.600000,Closed,Pricing Feature Installation Chargeback User.,Happy
123,INC-80,2022-06-23 04:15:00,Medium,220.07,2022-06-23 07:55:04.199999999,336.11,2022-06-23 09:51:06.600000,Closed,Invoice Log Patch IP Address Usability.,Happy
110,INC-81,2022-06-23 08:05:00,Low,52.41,2022-06-23 08:57:24.600000,65.46,2022-06-23 09:10:27.599999999,Closed,Textarea Menu Payment Feature Slow Security Payment Log.,Neutral
60,INC-82,2022-06-23 10:57:00,Medium,99.18,2022-06-23 12:36:10.800000,115.28,2022-06-23 12:52:16.800000,Closed,Design Slow Slow Text button Form Usability Slow.,Happy
203,INC-83,2022-06-23 00:09:00,High,31.3,2022-06-23 00:40:18,3988.5800000000004,2022-06-25 18:37:34.800000,Closed,Renewal Label Domain.,Happy
62,INC-84,2022-06-23 15:13:00,Medium,61.28,2022-06-23 16:14:16.800000,2858.25,2022-06-25 14:51:15,Closed,Plan Output Glitch Code Setting Patch.,Neutral
195,INC-85,2022-06-23 20:40:00,Medium,342.91,2022-06-24 02:22:54.600000,1277.7,2022-06-24 17:57:42,Closed,Firewall Billing Password Layout Installation Debug Error message.,Happy
24,INC-86,2022-06-23 15:57:00,Urgent,131.58,2022-06-23 18:08:34.800000,171.34,2022-06-23 18:48:20.400000,Closed,Renewal DNS Document Migration Video.,Happy
7,INC-87,2022-06-23 13:27:00,Medium,55.04,2022-06-23 14:22:02.400000,7058.75,2022-06-28 11:05:45,Closed,Restore Restore Filter Video Not working Domain.,Neutral
169,INC-88,2022-06-23 06:49:00,High,11.61,2022-06-23 07:00:36.599999999,44.339999999999996,2022-06-23 07:33:20.399999999,Closed,Checkbox Access Crash Filter File Compatibility.,Unhappy
48,INC-89,2022-06-24 21:26:00,Low,94.17,2022-06-24 23:00:10.200000,130.44,2022-06-24 23:36:26.400000,Closed,Form Feature Security Text button File Not working.,Happy
166,INC-90,2022-06-24 03:11:00,Low,95.1,2022-06-24 04:46:06,203.69,2022-06-24 06:34:41.400000,Closed,Restore Migration Compatibility Failed.,Neutral
290,INC-91,2022-06-24 00:15:00,High,229.9,2022-06-24 04:04:54,3821.17,2022-06-26 15:56:10.200000,Closed,Customization License DNS Migration Warning Feature Interface.,Neutral
144,INC-92,2022-06-24 15:39:00,Low,232.51,2022-06-24 19:31:30.599999999,312.64,2022-06-24 20:51:38.399999999,Closed,Server Output Image Setting Customization.,Happy
61,INC-93,2022-06-24 00:03:00,Medium,805.45,2022-06-24 13:28:27,846.85,2022-06-24 14:09:51,Closed,Error Message Authentication Chargeback Database.,Neutral
190,INC-94,2022-06-24 03:41:00,Medium,1.81,2022-06-24 03:42:48.600000,45.260000000000005,2022-06-24 04:26:15.600000,Closed,Link Compatibility Label Form Attachment Freeze Image.,Unhappy
172,INC-95,2022-06-24 01:20:00,Medium,45.66,2022-06-24 02:05:39.600000,2196.5499999999997,2022-06-25 13:56:32.999999999,Closed,Output Debug Layout Navigation Code Expiration.,Happy
292,INC-96,2022-06-24 15:00:00,High,32.89,2022-06-24 15:32:53.400000,690.53,2022-06-25 02:30:31.799999999,Closed,Upgrade Broken Update Invoice Lag Image.,Happy
116,INC-97,2022-06-24 12:54:00,Low,325.17,2022-06-24 18:19:10.200000,364.62,2022-06-24 18:58:37.200000,Closed,Trace Bug Download.,Happy
221,INC-98,2022-06-24 06:30:00,Medium,2.68,2022-06-24 06:32:40.800000,54.69,2022-06-24 07:24:41.399999999,Closed,Error Message User TextArea Bug Search Exception Error handling.,Happy
166,INC-99,2022-06-24 02:40:00,Low,31.75,2022-06-24 03:11:45,893.48,2022-06-24 17:33:28.800000,Closed,Permission Issue Restore.,Happy
119,INC-100,2022-06-24 16:48:00,Medium,3139.3,2022-06-26 21:07:18,3404.19,2022-06-27 01:32:11.400000,Closed,Menu Compatibility Lag Navigation Lag Pagination.,Happy
88,INC-101,2022-06-24 20:14:00,Low,2.27,2022-06-24 20:16:16.199999999,528.1899999999999,2022-06-25 05:02:11.399999999,Closed,Dns Plan Alert Not working Expiration.,Neutral
95,INC-102,2022-06-24 18:27:00,Low,39.66,2022-06-24 19:06:39.600000,1422.42,2022-06-25 18:09:25.200000,Closed,Log Setting Upload Error message.,Happy
291,INC-103,2022-06-24 05:09:00,High,33.76,2022-06-24 05:42:45.600000,3489.4,2022-06-26 15:18:24,Closed,Code Down Upgrade Issue.,Happy
94,INC-104,2022-06-24 04:09:00,Low,207.46,2022-06-24 07:36:27.600000,931.6500000000001,2022-06-24 19:40:39,Closed,License Account Functionality Radio button.,Neutral
109,INC-105,2022-06-24 08:43:00,Low,245.71,2022-06-24 12:48:42.600000,255.24,2022-06-24 12:58:14.400000,Closed,Renewal Permission Filter User Error message Issue.,Neutral
198,INC-106,2022-06-24 17:36:00,Low,57.87,2022-06-24 18:33:52.200000,332.04,2022-06-24 23:08:02.400000,Closed,Input Password Glitch Document Problem IP Address Debug.,Happy
148,INC-107,2022-06-24 07:43:00,Low,521.81,2022-06-24 16:24:48.600000,644.4799999999999,2022-06-24 18:27:28.799999999,Closed,Failed Upload Field Code.,Happy
290,INC-108,2022-06-24 09:19:00,Medium,260.03,2022-06-24 13:39:01.800000,277.88,2022-06-24 13:56:52.800000,Closed,Filter Filter Problem Expiration License Upload Link.,Neutral
60,INC-109,2022-06-24 11:48:00,Medium,14.75,2022-06-24 12:02:45,237.98,2022-06-24 15:45:58.800000,Closed,Attachment Firewall Backup Firewall Lag Patch.,Happy
282,INC-110,2022-06-24 05:02:00,Urgent,190.0,2022-06-24 08:12:00,190.79,2022-06-24 08:12:47.400000,Closed,Option Plan Select Compatibility Not working.,Neutral
24,INC-111,2022-06-24 23:06:00,Urgent,1348.3,2022-06-25 21:34:18,1365.53,2022-06-25 21:51:31.800000,Closed,Preference Permission Chargeback.,Unhappy
81,INC-112,2022-06-24 09:07:00,High,21.71,2022-06-24 09:28:42.600000,46.57,2022-06-24 09:53:34.200000,Closed,Select Profile Payment Checkbox Chargeback Not working.,Happy
172,INC-113,2022-06-25 20:10:00,Low,22.51,2022-06-25 20:32:30.600000,1083.78,2022-06-26 14:13:46.799999999,Closed,Billing Broken Profile Filter Error message.,Neutral
77,INC-114,2022-06-25 19:00:00,Medium,20.07,2022-06-25 19:20:04.200000,29.12,2022-06-25 19:29:07.200000,Closed,Input Select Account Log Audio Patch Issue.,Unhappy
289,INC-115,2022-06-26 03:04:00,Low,1356.1,2022-06-27 01:40:06,1386.6599999999999,2022-06-27 02:10:39.599999999,Closed,Cancellation Filter Down Feature Document Payment Update.,Unhappy
286,INC-116,2022-06-26 03:09:00,Low,347.9,2022-06-26 08:56:54,7359.2699999999995,2022-07-01 05:48:16.199999999,Closed,Offline Unresponsive Exception File.,Neutral
230,INC-117,2022-06-27 12:08:00,Low,163.43,2022-06-27 14:51:25.800000,587.63,2022-06-27 21:55:37.800000,Closed,Billing Glitch Output TextArea Authentication Radio button.,Happy
184,INC-118,2022-06-27 20:58:00,Medium,1311.08,2022-06-28 18:49:04.799999999,1448.9699999999998,2022-06-28 21:06:58.199999999,Closed,Filter Plan Video Issue Checkbox Upgrade Installation.,Happy
238,INC-119,2022-06-27 03:53:00,Medium,3.5,2022-06-27 03:56:30,1202.55,2022-06-27 23:55:33,Closed,Not Working Domain Malfunction Layout Issue Design.,Happy
295,INC-120,2022-06-27 08:50:00,Low,58.93,2022-06-27 09:48:55.800000,213.52,2022-06-27 12:23:31.200000,Closed,Sort Debug Checkbox Glitch Attachment Error message Issue.,Unhappy
121,INC-121,2022-06-27 01:39:00,Medium,216.13,2022-06-27 05:15:07.800000,251.14,2022-06-27 05:50:08.400000,Closed,Error Message Layout Plan Warning Checkbox IP Address.,Happy
196,INC-122,2022-06-27 13:59:00,Urgent,152.94,2022-06-27 16:31:56.400000,7146.98,2022-07-02 13:05:58.800000,Closed,Form Exception Attachment.,Happy
110,INC-123,2022-06-27 02:11:00,Urgent,1096.12,2022-06-27 20:27:07.200000,1261.6999999999998,2022-06-27 23:12:41.999999999,Closed,Configuration Down Expiration Setting Field Log Unresponsive.,Happy
95,INC-124,2022-06-27 14:22:00,Medium,33.48,2022-06-27 14:55:28.799999999,213.11999999999998,2022-06-27 17:55:07.199999999,Closed,Video Pagination Cancellation.,Happy
53,INC-125,2022-06-27 09:44:00,High,291.79,2022-06-27 14:35:47.400000,339.54,2022-06-27 15:23:32.400000,Closed,Dns Preference Navigation Link.,Happy
51,INC-126,2022-06-27 11:57:00,High,25.22,2022-06-27 12:22:13.199999999,58.42,2022-06-27 12:55:25.200000,Closed,Input Bug User Text button.,Happy
166,INC-127,2022-06-27 05:23:00,Medium,1291.91,2022-06-28 02:54:54.600000,8282.710000000001,2022-07-02 23:25:42.600000,Closed,Code Expiration Subscription Invoice.,Neutral
223,INC-128,2022-06-27 23:19:00,Medium,115.82,2022-06-28 01:14:49.200000,965.46,2022-06-28 15:24:27.600000,Closed,Failed Integration Text button Permission.,Unhappy
91,INC-129,2022-06-28 22:46:00,Medium,149.11,2022-06-29 01:15:06.600000,3219.05,2022-07-01 04:25:03,Closed,Download Pricing Migration Account Navigation Exception.,Unhappy
299,INC-130,2022-06-28 05:59:00,Medium,2065.47,2022-06-29 16:24:28.199999999,2222.46,2022-06-29 19:01:27.600000,Closed,Button Warning Access Security Alert.,Happy
169,INC-131,2022-06-28 12:02:00,High,319.89,2022-06-28 17:21:53.399999999,2051.15,2022-06-29 22:13:09,Closed,Broken Error message Crash Link Glitch Download Text button Setting.,Happy
202,INC-132,2022-06-28 03:45:00,High,315.1,2022-06-28 09:00:06,328.70000000000005,2022-06-28 09:13:42,Closed,Renewal Not working Setting Navigation Malfunction.,Unhappy
241,INC-133,2022-06-28 20:02:00,High,101.4,2022-06-28 21:43:24,590.38,2022-06-29 05:52:22.800000,Closed,Design Menu Firewall.,Neutral
285,INC-134,2022-06-28 07:49:00,High,9.2,2022-06-28 07:58:12,32.25,2022-06-28 08:21:15,Closed,Dns Server Problem Link Exception Dropdown.,Neutral
205,INC-135,2022-06-28 22:55:00,Medium,131.83,2022-06-29 01:06:49.800000,868.0500000000001,2022-06-29 13:23:03,Closed,Image Unresponsive Error Installation Audio.,Neutral
57,INC-136,2022-06-28 23:52:00,Low,38.73,2022-06-29 00:30:43.799999999,157.96,2022-06-29 02:29:57.600000,Closed,Option Glitch Malfunction Error Access Integration Broken Input.,Neutral
255,INC-137,2022-06-28 04:24:00,Low,51.86,2022-06-28 05:15:51.600000,111.44,2022-06-28 06:15:26.400000,Closed,Authentication Bug Update Trace Backup Integration.,Neutral
11,INC-138,2022-06-28 06:54:00,High,352.58,2022-06-28 12:46:34.800000,3540.27,2022-06-30 17:54:16.200000,Closed,Compatibility Malfunction Button Log Problem Error handling.,Happy
152,INC-139,2022-06-28 15:06:00,Low,224.3,2022-06-28 18:50:18,435.46000000000004,2022-06-28 22:21:27.600000,Closed,Chargeback Integration Plan Design Form Renewal Hosting.,Neutral
89,INC-140,2022-06-28 03:47:00,Low,3474.91,2022-06-30 13:41:54.599999999,10471.75,2022-07-05 10:18:45,Closed,Problem Account DNS Label Refund Design.,Happy
110,INC-141,2022-06-28 23:39:00,High,6996.48,2022-07-03 20:15:28.800000,8930.349999999999,2022-07-05 04:29:20.999999999,Closed,Attachment Billing Trace Integration Expiration Select Text button.,Happy
282,INC-142,2022-06-28 02:24:00,High,11.91,2022-06-28 02:35:54.600000,52.900000000000006,2022-06-28 03:16:54,Closed,Invoice Crash Installation Upload Warning DNS Database.,Happy
112,INC-143,2022-06-28 05:10:00,Medium,20.32,2022-06-28 05:30:19.200000,265.31,2022-06-28 09:35:18.600000,Closed,Payment Down Not working Error handling.,Neutral
189,INC-144,2022-06-28 04:59:00,High,14.98,2022-06-28 05:13:58.800000,4212.049999999999,2022-07-01 03:11:02.999999999,Closed,License Bug Chargeback.,Neutral
241,INC-145,2022-06-28 16:49:00,Medium,94.55,2022-06-28 18:23:33,129.56,2022-06-28 18:58:33.600000,Closed,Preference Installation Compatibility License Image Link.,Neutral
220,INC-146,2022-06-29 18:24:00,High,28.55,2022-06-29 18:52:33,64.89,2022-06-29 19:28:53.400000,Closed,Navigation Failed Glitch Layout Password Alert.,Happy
19,INC-147,2022-06-29 14:11:00,Low,1776.82,2022-06-30 19:47:49.200000,5079.74,2022-07-03 02:50:44.399999999,Closed,Refund Compatibility Glitch Crash.,Happy
275,INC-148,2022-06-29 12:08:00,High,138.19,2022-06-29 14:26:11.400000,3777.29,2022-07-02 03:05:17.400000,Closed,Migration Log Upgrade Access.,Unhappy
122,INC-149,2022-06-29 08:35:00,Medium,42.36,2022-06-29 09:17:21.600000,74.74000000000001,2022-06-29 09:49:44.400000,Closed,Usability Plan Image Not working.,Neutral
256,INC-150,2022-06-29 01:10:00,High,324.7,2022-06-29 06:34:42,346.28,2022-06-29 06:56:16.800000,Closed,Error Usability Feature Image.,Unhappy
140,INC-151,2022-06-29 08:22:00,High,165.14,2022-06-29 11:07:08.400000,188.21999999999997,2022-06-29 11:30:13.199999999,Closed,Button Update Access Pricing Trace Bug.,Neutral
230,INC-152,2022-06-29 06:46:00,High,260.2,2022-06-29 11:06:12,946.49,2022-06-29 22:32:29.400000,Closed,Download Offline Image Authentication.,Neutral
